team,odds,week
-225,185,13
-120,100,13
-110,-110,13
+310,-400,13
-335,260,13
+140,-165,13
-160,135,13
-140,118,13
+196,-240,13
+170,-205,13
-385,300,13
-125,105,13
-135,115,13
+400,-550,13
+158,-190,13
