team,odds,week
+140,-165,11
+500,-700,11
+135,-160,11
+320,-420,11
+150,-178,11
+143,-170,11
+143,-170,11
-165,140,11
-345,270,11
+122,-145,11
-225,185,11
-120,100,11
-305,240,11
-365,285,11
