team,odds,week
-260,210,14
+118,-140,14
-320,250,14
+122,-145,14
+158,-190,14
+215,-267,14
+950,-1700,14
+345,-455,14
-455,345,14
+170,-205,14
+158,-190,14
-170,143,14
-125,105,14
-120,100,14
+185,-225,14
+135,-160,14
+260,-335,14
+158,-190,14
+140,-165,14
-260,210,14
