team,odds,week
-190,158,15
+175,-210,15
+143,-170,15
+278,-355,15
+115,-135,15
-110,-110,15
-235,192,15
-440,335,15
-900,600,15
+175,-210,15
-135,115,15
-110,-110,15
-195,162,15
+130,-155,15
+180,-220,15
+275,-350,15
